,year,school,subject,t_band6,t_male,t_female
78,2014,Farrer Memorial Agricultural High School,15160,1,1,0
79,2014,Farrer Memorial Agricultural High School,15320,1,1,0
80,2014,Farrer Memorial Agricultural High School,15200,1,0,1
81,2014,Farrer Memorial Agricultural High School,15140,1,1,0
82,2014,Farrer Memorial Agricultural High School,15240,1,1,0
83,2014,Farrer Memorial Agricultural High School,15240,2,1,1
84,2014,Farrer Memorial Agricultural High School,15200,3,3,0
85,2014,Farrer Memorial Agricultural High School,15010,1,1,0
86,2014,Arden Anglican School,15120,2,2,0
87,2014,Arden Anglican School,15190,6,2,4
88,2014,Arden Anglican School,15220,1,1,0
89,2014,Arden Anglican School,15270,2,0,2
90,2014,Arden Anglican School,15040,4,2,2
91,2014,Arden Anglican School,15680,1,0,1
92,2014,Arden Anglican School,15250,1,1,0
93,2014,Arden Anglican School,15280,1,0,1
94,2014,Arden Anglican School,15235,2,1,1
95,2014,Arden Anglican School,15250,2,2,0
96,2014,Arden Anglican School,15160,3,0,3
97,2014,Arden Anglican School,15290,1,1,0
98,2014,Arden Anglican School,15050,1,1,0
99,2014,Arden Anglican School,15320,1,0,1
100,2014,Arden Anglican School,15320,3,0,3
101,2014,Arden Anglican School,15140,3,0,3
102,2014,Arden Anglican School,15200,3,3,0
103,2014,Arden Anglican School,15330,1,1,0
104,2014,Arden Anglican School,15140,4,0,4
105,2014,Arden Anglican School,15190,1,1,0
106,2014,Arden Anglican School,15240,2,0,2
107,2014,Arden Anglican School,15240,5,5,0
108,2014,Arden Anglican School,15030,3,1,2
109,2014,Arden Anglican School,15200,5,5,0
110,2014,Arden Anglican School,15290,2,0,2
111,2014,Arden Anglican School,15370,6,0,6
112,2014,Arden Anglican School,15170,1,0,1
113,2014,Arden Anglican School,15310,1,0,1
114,2014,Arden Anglican School,15120,1,1,0
115,2014,Arden Anglican School,15260,1,1,0
116,2014,Arden Anglican School,15020,3,1,2
117,2014,Arden Anglican School,15040,2,2,0
118,2014,Lake Munmorah High School,15240,1,1,0
119,2014,Canobolas Rural Technology High School,27199,1,0,1
120,2014,Canobolas Rural Technology High School,26899,1,0,1
121,2014,Colo High School,15340,1,1,0
122,2014,Colo High School,15235,1,0,1
123,2014,Colo High School,15250,2,1,1
124,2014,Colo High School,15050,1,1,0
125,2014,Colo High School,15350,2,1,1
126,2014,Colo High School,15140,1,1,0
127,2014,Colo High School,15240,1,1,0
128,2014,Colo High School,15030,1,0,1
129,2014,Colo High School,15200,3,3,0
130,2014,Colo High School,15280,1,0,1
131,2014,Colo High School,15260,2,1,1
132,2014,Colo High School,15670,1,0,1
133,2014,Colo High School,27399,1,1,0
134,2014,Colo High School,15020,1,0,1
135,2014,Dorrigo High School,15140,1,0,1
136,2014,Albury High School,15090,1,0,1
137,2014,Albury High School,15360,2,2,0
138,2014,Albury High School,15220,4,3,1
139,2014,Albury High School,15270,1,1,0
140,2014,Albury High School,15090,1,1,0
141,2014,Albury High School,15040,1,1,0
142,2014,Albury High School,15340,1,1,0
143,2014,Albury High School,15235,1,0,1
144,2014,Albury High School,15250,2,2,0
145,2014,Albury High School,15290,1,1,0
146,2014,Albury High School,15080,1,1,0
147,2014,Albury High School,15330,2,2,0
148,2014,Albury High School,15050,2,2,0
149,2014,Albury High School,15320,2,2,0
150,2014,Albury High School,15270,1,1,0
151,2014,Albury High School,15350,1,1,0
152,2014,Albury High School,15140,3,3,0
153,2014,Albury High School,15220,1,0,1
154,2014,Albury High School,15390,1,0,1
155,2014,Albury High School,15240,2,2,0
156,2014,Albury High School,15080,1,1,0
157,2014,Albury High School,15030,1,1,0
158,2014,Albury High School,15280,1,1,0
159,2014,Albury High School,15100,1,0,1
160,2014,Albury High School,15110,1,1,0
161,2014,Albury High School,15020,1,1,0
162,2014,Monaro High School,15340,2,1,1
163,2014,Monaro High School,15235,1,0,1
164,2014,Monaro High School,15290,1,1,0
165,2014,Macksville High School,15170,1,0,1
166,2014,Macksville High School,15340,1,0,1
167,2014,Macksville High School,15390,1,0,1
168,2014,Macksville High School,15400,1,0,1
169,2014,Macksville High School,15160,2,0,2
170,2014,Macksville High School,15160,2,0,2
171,2014,Macksville High School,15320,4,1,3
172,2014,Macksville High School,15140,2,0,2
173,2014,Macksville High School,15030,1,0,1
174,2014,Macksville High School,15820,1,0,1
175,2014,Macksville High School,15670,1,0,1
176,2014,Macksville High School,15020,1,0,1
177,2014,Murray High School,15320,2,1,1
178,2014,Murray High School,15030,1,0,1
179,2014,Cabramatta High School,15220,2,0,2
180,2014,Cabramatta High School,15180,1,0,1
181,2014,Cabramatta High School,15180,1,0,1
182,2014,Cabramatta High School,15880,3,2,1
183,2014,Cabramatta High School,15040,3,2,1
184,2014,Cabramatta High School,15250,4,1,3
185,2014,Cabramatta High School,15235,1,0,1
186,2014,Cabramatta High School,15250,3,0,3
187,2014,Cabramatta High School,15160,3,1,2
188,2014,Cabramatta High School,16140,3,1,2
189,2014,Cabramatta High School,15060,1,0,1
190,2014,Cabramatta High School,15050,3,1,2
191,2014,Cabramatta High School,15320,1,0,1
192,2014,Cabramatta High School,15320,1,0,1
193,2014,Cabramatta High School,15140,2,1,1
194,2014,Cabramatta High School,15270,1,0,1
195,2014,Cabramatta High School,15200,1,0,1
196,2014,Cabramatta High School,15350,1,0,1
197,2014,Cabramatta High School,15140,5,1,4
198,2014,Cabramatta High School,15560,1,0,1
199,2014,Cabramatta High School,15240,4,1,3
200,2014,Cabramatta High School,15240,6,1,5
201,2014,Cabramatta High School,15030,3,1,2
202,2014,Cabramatta High School,15200,1,1,0
203,2014,Cabramatta High School,15260,2,0,2
204,2014,Cabramatta High School,26599,1,0,1
205,2014,Cabramatta High School,15150,2,1,1
206,2014,Cabramatta High School,15110,1,1,0
207,2014,Sydney Boys High School,15570,3,3,0
208,2014,Sydney Boys High School,15360,3,2,1
209,2014,Sydney Boys High School,15120,5,4,1
210,2014,Sydney Boys High School,15190,2,2,0
211,2014,Sydney Boys High School,15220,15,13,2
212,2014,Sydney Boys High School,15910,1,1,0
213,2014,Sydney Boys High School,15310,3,3,0
214,2014,Sydney Boys High School,15710,2,2,0
215,2014,Sydney Boys High School,15270,5,5,0
216,2014,Sydney Boys High School,15550,3,3,0
217,2014,Sydney Boys High School,15900,1,1,0
218,2014,Sydney Boys High School,15040,5,4,1
219,2014,Sydney Boys High School,15340,8,7,1
220,2014,Sydney Boys High School,15250,31,29,2
221,2014,Sydney Boys High School,15280,3,3,0
222,2014,Sydney Boys High School,15400,3,3,0
223,2014,Sydney Boys High School,15250,71,65,6
224,2014,Sydney Boys High School,15300,9,7,2
225,2014,Sydney Boys High School,15160,25,22,3
226,2014,Sydney Boys High School,15290,2,1,1
227,2014,Sydney Boys High School,15330,2,2,0
228,2014,Sydney Boys High School,15050,49,49,0
229,2014,Sydney Boys High School,15320,2,2,0
230,2014,Sydney Boys High School,15160,4,4,0
231,2014,Sydney Boys High School,15320,2,2,0
232,2014,Sydney Boys High School,15140,2,2,0
233,2014,Sydney Boys High School,15270,2,1,1
234,2014,Sydney Boys High School,15330,37,33,4
235,2014,Sydney Boys High School,15140,73,68,5
236,2014,Sydney Boys High School,15220,4,3,1
237,2014,Sydney Boys High School,15190,1,1,0
238,2014,Sydney Boys High School,15240,22,20,2
239,2014,Sydney Boys High School,15240,76,67,9
240,2014,Sydney Boys High School,15030,6,6,0
241,2014,Sydney Boys High School,15280,5,3,2
242,2014,Sydney Boys High School,15260,26,26,0
243,2014,Sydney Boys High School,15380,2,2,0
244,2014,Sydney Boys High School,15170,1,1,0
245,2014,Sydney Boys High School,15310,2,2,0
246,2014,Sydney Boys High School,15550,1,1,0
247,2014,Sydney Boys High School,15260,34,28,6
248,2014,Sydney Boys High School,15110,17,17,0
249,2014,Sydney Boys High School,15020,5,4,1
250,2014,Sydney Boys High School,15040,4,4,0
251,2014,Albion Park High School,15040,1,0,1
252,2014,Albion Park High School,15060,1,0,1
253,2014,Albion Park High School,15235,1,1,0
254,2014,Albion Park High School,15060,2,0,2
255,2014,Albion Park High School,15050,1,0,1
256,2014,Albion Park High School,15320,2,0,2
257,2014,Albion Park High School,15140,1,0,1
258,2014,Albion Park High School,15240,1,0,1
259,2014,Albion Park High School,15030,1,0,1
260,2014,Albion Park High School,15040,1,1,0
261,2014,Springwood High School,15090,1,0,1
262,2014,Springwood High School,15400,2,0,2
263,2014,Springwood High School,15235,2,1,1
264,2014,Springwood High School,15250,1,0,1
265,2014,Springwood High School,15290,1,1,0
266,2014,Springwood High School,15070,1,0,1
267,2014,Springwood High School,15350,1,0,1
268,2014,Springwood High School,15240,2,0,2
269,2014,Springwood High School,15240,2,2,0
270,2014,Springwood High School,15020,1,0,1
271,2014,Springwood High School,15020,1,0,1
272,2014,Springwood High School,15040,3,3,0
273,2014,Scone High School,15040,1,1,0
274,2014,Scone High School,15250,1,1,0
275,2014,Scone High School,26599,1,0,1
276,2014,Nambucca Heads High School,15340,1,1,0
277,2014,Nambucca Heads High School,15020,1,1,0
278,2014,Bethlehem College,15090,1,0,1
279,2014,Bethlehem College,15220,2,0,2
280,2014,Bethlehem College,15800,1,0,1
281,2014,Bethlehem College,15130,1,0,1
282,2014,Bethlehem College,15130,2,0,2
283,2014,Bethlehem College,15280,1,0,1
284,2014,Bethlehem College,15250,2,0,2
285,2014,Bethlehem College,15160,2,0,2
286,2014,Bethlehem College,15290,3,0,3
287,2014,Bethlehem College,15070,1,0,1
288,2014,Bethlehem College,15140,5,0,5
289,2014,Bethlehem College,15560,1,1,0
290,2014,Bethlehem College,15030,2,0,2
291,2014,Bethlehem College,15290,2,0,2
292,2014,Bethlehem College,15370,10,0,10
293,2014,Bethlehem College,15260,2,0,2
294,2014,Bethlehem College,15020,2,0,2
295,2014,Tuggerah Lakes Secondary College The Entrance Campus,15340,1,1,0
296,2014,Tuggerah Lakes Secondary College The Entrance Campus,15060,3,0,3
297,2014,Tuggerah Lakes Secondary College The Entrance Campus,15235,1,1,0
298,2014,Tuggerah Lakes Secondary College The Entrance Campus,15290,2,2,0
299,2014,Tuggerah Lakes Secondary College The Entrance Campus,15320,1,1,0
300,2014,Tuggerah Lakes Secondary College The Entrance Campus,15320,1,1,0
301,2014,Tuggerah Lakes Secondary College The Entrance Campus,15020,1,1,0
302,2014,Southern Cross Distance Education Centre,15290,1,0,1
303,2014,Southern Cross Distance Education Centre,15220,1,1,0
304,2014,Heritage Christian School,26599,1,0,1
305,2014,Henry Kendall High School,15220,1,0,1
306,2014,Henry Kendall High School,15150,1,0,1
307,2014,Henry Kendall High School,15235,2,0,2
308,2014,Henry Kendall High School,15130,1,0,1
309,2014,Henry Kendall High School,15340,1,0,1
310,2014,Henry Kendall High School,15400,1,0,1
311,2014,Henry Kendall High School,15235,2,0,2
312,2014,Henry Kendall High School,15290,2,2,0
313,2014,Henry Kendall High School,15320,2,0,2
314,2014,Henry Kendall High School,15140,2,1,1
315,2014,Henry Kendall High School,15350,1,0,1
316,2014,Henry Kendall High School,15140,5,0,5
317,2014,Henry Kendall High School,15030,2,0,2
318,2014,Henry Kendall High School,26599,2,0,2
319,2014,Henry Kendall High School,15670,1,0,1
320,2014,Henry Kendall High School,15020,3,0,3
321,2014,St Mary's Cathedral College,15210,1,1,0
322,2014,St Mary's Cathedral College,15220,9,9,0
323,2014,St Mary's Cathedral College,15310,1,1,0
324,2014,St Mary's Cathedral College,15235,1,1,0
325,2014,St Mary's Cathedral College,15270,1,1,0
326,2014,St Mary's Cathedral College,15040,6,6,0
327,2014,St Mary's Cathedral College,15340,2,2,0
328,2014,St Mary's Cathedral College,15250,2,2,0
329,2014,St Mary's Cathedral College,15400,1,1,0
330,2014,St Mary's Cathedral College,15300,1,1,0
331,2014,St Mary's Cathedral College,15235,4,4,0
332,2014,St Mary's Cathedral College,15250,3,3,0
333,2014,St Mary's Cathedral College,15160,1,1,0
334,2014,St Mary's Cathedral College,15290,2,2,0
335,2014,St Mary's Cathedral College,15330,1,1,0
336,2014,St Mary's Cathedral College,15050,1,1,0
337,2014,St Mary's Cathedral College,15320,1,1,0
338,2014,St Mary's Cathedral College,15270,1,1,0
339,2014,St Mary's Cathedral College,15200,1,1,0
340,2014,St Mary's Cathedral College,15330,4,4,0
341,2014,St Mary's Cathedral College,15220,2,2,0
342,2014,St Mary's Cathedral College,15240,3,3,0
343,2014,St Mary's Cathedral College,15240,5,5,0
344,2014,St Mary's Cathedral College,15030,1,1,0
345,2014,St Mary's Cathedral College,15200,8,8,0
346,2014,St Mary's Cathedral College,15260,1,1,0
347,2014,St Mary's Cathedral College,15370,7,7,0
348,2014,St Mary's Cathedral College,15380,3,3,0
349,2014,St Mary's Cathedral College,15260,2,2,0
350,2014,St Mary's Cathedral College,15040,3,3,0
351,2014,Maitland High School,15220,1,0,1
352,2014,Maitland High School,15235,1,0,1
353,2014,Maitland High School,15040,1,0,1
354,2014,Maitland High School,15340,1,0,1
355,2014,Maitland High School,15160,1,0,1
356,2014,Maitland High School,15290,1,1,0
357,2014,Maitland High School,15060,1,0,1
358,2014,Maitland High School,15320,2,1,1
359,2014,Maitland High School,15270,1,0,1
360,2014,Maitland High School,15140,1,0,1
361,2014,Maitland High School,15200,1,1,0
362,2014,Chifley College Senior Campus,15170,1,0,1
363,2014,Chifley College Senior Campus,15235,1,0,1
364,2014,Chifley College Senior Campus,15060,1,0,1
365,2014,Chifley College Senior Campus,15320,1,0,1
366,2014,Chifley College Senior Campus,15170,1,0,1
367,2014,Cerdon College,15380,2,0,2
368,2014,Cerdon College,15220,10,1,9
369,2014,Cerdon College,26199,3,0,3
370,2014,Cerdon College,15180,4,0,4
371,2014,Cerdon College,15235,1,0,1
372,2014,Cerdon College,15270,3,1,2
373,2014,Cerdon College,15090,1,0,1
374,2014,Cerdon College,15800,2,1,1
375,2014,Cerdon College,15040,9,0,9
376,2014,Cerdon College,15250,4,1,3
377,2014,Cerdon College,15370,4,1,3
378,2014,Cerdon College,15280,5,1,4
379,2014,Cerdon College,15400,4,0,4
380,2014,Cerdon College,15235,1,0,1
381,2014,Cerdon College,15250,1,0,1
382,2014,Cerdon College,15160,1,0,1
383,2014,Cerdon College,15290,2,0,2
384,2014,Cerdon College,15330,1,0,1
385,2014,Cerdon College,15060,4,0,4
386,2014,Cerdon College,15050,2,0,2
387,2014,Cerdon College,15320,2,0,2
388,2014,Cerdon College,15140,1,0,1
389,2014,Cerdon College,15140,15,1,14
390,2014,Cerdon College,15220,4,0,4
391,2014,Cerdon College,15240,4,1,3
392,2014,Cerdon College,15240,4,0,4
393,2014,Cerdon College,26499,1,0,1
394,2014,Cerdon College,15290,1,0,1
395,2014,Cerdon College,26599,3,0,3
396,2014,Cerdon College,15370,15,0,15
397,2014,Cerdon College,15380,6,0,6
398,2014,Cerdon College,15100,1,0,1
399,2014,Cerdon College,15260,1,0,1
400,2014,Cerdon College,15020,5,0,5
401,2014,Cerdon College,15040,2,0,2
402,2014,Mater Maria Catholic College,15380,2,0,2
403,2014,Mater Maria Catholic College,15220,1,1,0
404,2014,Mater Maria Catholic College,15700,1,0,1
405,2014,Mater Maria Catholic College,15235,1,0,1
406,2014,Mater Maria Catholic College,15090,1,0,1
407,2014,Mater Maria Catholic College,15040,2,1,1
408,2014,Mater Maria Catholic College,15250,1,1,0
409,2014,Mater Maria Catholic College,15370,1,0,1
410,2014,Mater Maria Catholic College,15350,2,0,2
411,2014,Mater Maria Catholic College,15400,2,0,2
412,2014,Mater Maria Catholic College,15160,4,0,4
413,2014,Mater Maria Catholic College,15290,2,1,1
414,2014,Mater Maria Catholic College,15080,2,1,1
415,2014,Mater Maria Catholic College,15160,1,0,1
416,2014,Mater Maria Catholic College,15140,4,0,4
417,2014,Mater Maria Catholic College,15140,6,1,5
418,2014,Mater Maria Catholic College,15210,1,1,0
419,2014,Mater Maria Catholic College,15390,2,0,2
420,2014,Mater Maria Catholic College,15240,1,0,1
421,2014,Mater Maria Catholic College,15200,4,3,1
422,2014,Mater Maria Catholic College,15290,1,0,1
423,2014,Mater Maria Catholic College,15370,2,1,1
424,2014,Mater Maria Catholic College,15380,3,0,3
425,2014,Mater Maria Catholic College,15100,1,0,1
426,2014,Mater Maria Catholic College,15100,2,2,0
427,2014,Mater Maria Catholic College,15020,1,0,1
428,2014,Mater Maria Catholic College,15040,1,1,0
429,2014,Kogarah High School,15235,1,1,0
430,2014,Kogarah High School,15290,1,0,1
431,2014,Kogarah High School,15210,1,1,0
432,2014,Kinross Wolaroi School,15680,2,0,2
433,2014,Kinross Wolaroi School,15235,2,0,2
434,2014,Kinross Wolaroi School,15090,1,0,1
435,2014,Kinross Wolaroi School,15040,2,0,2
436,2014,Kinross Wolaroi School,15680,3,0,3
437,2014,Kinross Wolaroi School,15250,1,1,0
438,2014,Kinross Wolaroi School,15400,4,0,4
439,2014,Kinross Wolaroi School,15250,4,2,2
440,2014,Kinross Wolaroi School,15160,5,0,5
441,2014,Kinross Wolaroi School,15290,3,1,2
442,2014,Kinross Wolaroi School,15330,1,0,1
443,2014,Kinross Wolaroi School,15050,6,2,4
444,2014,Kinross Wolaroi School,15160,1,0,1
445,2014,Kinross Wolaroi School,15320,3,0,3
446,2014,Kinross Wolaroi School,15330,2,2,0
447,2014,Kinross Wolaroi School,15140,1,0,1
448,2014,Kinross Wolaroi School,15190,1,0,1
449,2014,Kinross Wolaroi School,15390,8,0,8
450,2014,Kinross Wolaroi School,15240,2,1,1
451,2014,Kinross Wolaroi School,15030,1,1,0
452,2014,Kinross Wolaroi School,15240,9,4,5
453,2014,Kinross Wolaroi School,15900,2,0,2
454,2014,Kinross Wolaroi School,15030,1,0,1
455,2014,Kinross Wolaroi School,15200,10,10,0
456,2014,Kinross Wolaroi School,15070,1,0,1
457,2014,Kinross Wolaroi School,15310,2,2,0
458,2014,Kinross Wolaroi School,15260,1,0,1
459,2014,Kinross Wolaroi School,15020,4,0,4
460,2014,Kinross Wolaroi School,15040,1,0,1
461,2014,Batemans Bay High School,15235,1,1,0
462,2014,Batemans Bay High School,15350,1,0,1
463,2014,St Paul's College,15235,1,0,1
464,2014,St Paul's College,15040,2,0,2
465,2014,St Paul's College,15280,1,0,1
466,2014,St Paul's College,15235,1,0,1
467,2014,St Paul's College,15290,3,1,2
468,2014,St Paul's College,15320,2,0,2
469,2014,St Paul's College,15140,2,0,2
470,2014,St Paul's College,15390,2,0,2
471,2014,St Paul's College,15240,1,0,1
472,2014,St Paul's College,15290,1,0,1
473,2014,St Paul's College,26599,1,0,1
474,2014,St Paul's College,15370,2,2,0
475,2014,St Paul's College,15380,1,0,1
476,2014,St Paul's College,15020,1,1,0
477,2014,Trinity Grammar School,15360,1,1,0
478,2014,Trinity Grammar School,15220,4,4,0
479,2014,Trinity Grammar School,15310,1,1,0
480,2014,Trinity Grammar School,15235,1,1,0
481,2014,Trinity Grammar School,15270,2,2,0
482,2014,Trinity Grammar School,15040,9,9,0
483,2014,Trinity Grammar School,15250,5,5,0
484,2014,Trinity Grammar School,15280,1,1,0
485,2014,Trinity Grammar School,15400,1,1,0
486,2014,Trinity Grammar School,15300,2,2,0
487,2014,Trinity Grammar School,15235,8,8,0
488,2014,Trinity Grammar School,15250,11,11,0
489,2014,Trinity Grammar School,15160,3,3,0
490,2014,Trinity Grammar School,15290,4,4,0
491,2014,Trinity Grammar School,15050,5,5,0
492,2014,Trinity Grammar School,15320,1,1,0
493,2014,Trinity Grammar School,15160,2,2,0
494,2014,Trinity Grammar School,15320,3,3,0
495,2014,Trinity Grammar School,15140,1,1,0
496,2014,Trinity Grammar School,15980,1,1,0
497,2014,Trinity Grammar School,15580,1,1,0
498,2014,Trinity Grammar School,15270,2,2,0
499,2014,Trinity Grammar School,15330,3,3,0
500,2014,Trinity Grammar School,15140,7,7,0
501,2014,Trinity Grammar School,15220,4,4,0
502,2014,Trinity Grammar School,15240,4,4,0
503,2014,Trinity Grammar School,15590,1,1,0
504,2014,Trinity Grammar School,15080,1,1,0
505,2014,Trinity Grammar School,15240,12,11,1
506,2014,Trinity Grammar School,15900,3,3,0
507,2014,Trinity Grammar School,15030,1,1,0
508,2014,Trinity Grammar School,15200,2,2,0
509,2014,Trinity Grammar School,15260,6,6,0
510,2014,Trinity Grammar School,26599,1,1,0
511,2014,Trinity Grammar School,15820,2,2,0
512,2014,Trinity Grammar School,15990,1,1,0
513,2014,Trinity Grammar School,15310,1,1,0
514,2014,Trinity Grammar School,15120,1,1,0
515,2014,Trinity Grammar School,15260,3,3,0
516,2014,Trinity Grammar School,15020,2,2,0
517,2014,Trinity Grammar School,15040,10,10,0
518,2014,Hoxton Park High School,15220,1,1,0
519,2014,Hoxton Park High School,15040,1,1,0
520,2014,Hoxton Park High School,15060,1,0,1
521,2014,Hoxton Park High School,15270,1,1,0
522,2014,Hoxton Park High School,15140,2,2,0
523,2014,Hoxton Park High School,15220,1,1,0
524,2014,Hoxton Park High School,15240,1,1,0
525,2014,Hoxton Park High School,15020,2,2,0
526,2014,St Mark's Catholic College,15340,1,0,1
527,2014,St Mark's Catholic College,26199,1,0,1
528,2014,St Mark's Catholic College,15040,2,0,2
529,2014,St Mark's Catholic College,15340,1,0,1
530,2014,St Mark's Catholic College,15370,1,0,1
531,2014,St Mark's Catholic College,15235,1,0,1
532,2014,St Mark's Catholic College,15250,1,0,1
533,2014,St Mark's Catholic College,15320,1,0,1
534,2014,St Mark's Catholic College,15140,1,0,1
535,2014,St Mark's Catholic College,15240,1,0,1
536,2014,St Mark's Catholic College,15200,1,1,0
537,2014,St Mark's Catholic College,26599,1,0,1
538,2014,St Mark's Catholic College,15370,2,0,2
539,2014,St Mark's Catholic College,15380,1,0,1
540,2014,Coffs Harbour High School,15235,2,1,1
541,2014,Coffs Harbour High School,15340,2,1,1
542,2014,Coffs Harbour High School,15235,4,4,0
543,2014,The King's School,15210,1,1,0
544,2014,The King's School,15090,9,9,0
545,2014,The King's School,15360,2,2,0
546,2014,The King's School,15120,4,3,1
547,2014,The King's School,15190,3,3,0
548,2014,The King's School,15220,4,4,0
549,2014,The King's School,15235,5,5,0
550,2014,The King's School,15270,3,3,0
551,2014,The King's School,15090,3,3,0
552,2014,The King's School,15040,14,14,0
553,2014,The King's School,15680,2,2,0
554,2014,The King's School,15340,1,1,0
555,2014,The King's School,15250,14,12,2
556,2014,The King's School,15300,4,3,1
557,2014,The King's School,15235,14,14,0
558,2014,The King's School,15250,12,10,2
559,2014,The King's School,15160,11,11,0
560,2014,The King's School,15330,2,2,0
561,2014,The King's School,15050,11,11,0
562,2014,The King's School,15320,5,5,0
563,2014,The King's School,15140,1,1,0
564,2014,The King's School,15270,5,5,0
565,2014,The King's School,15200,3,2,1
566,2014,The King's School,15330,5,5,0
567,2014,The King's School,15140,14,14,0
568,2014,The King's School,15220,5,5,0
569,2014,The King's School,15190,2,2,0
570,2014,The King's School,15240,15,15,0
571,2014,The King's School,15030,1,1,0
572,2014,The King's School,15080,1,1,0
573,2014,The King's School,15240,9,9,0
574,2014,The King's School,15030,6,5,1
575,2014,The King's School,15110,1,1,0
576,2014,The King's School,15200,13,13,0
577,2014,The King's School,15280,2,2,0
578,2014,The King's School,15260,4,3,1
579,2014,The King's School,15310,6,5,1
580,2014,The King's School,15100,2,2,0
581,2014,The King's School,15260,5,4,1
582,2014,The King's School,15110,2,2,0
583,2014,The King's School,15020,5,5,0
584,2014,The King's School,15040,2,1,1
585,2014,Birrong Girls High School,15040,4,1,3
586,2014,Birrong Girls High School,15340,3,0,3
587,2014,Birrong Girls High School,15400,1,0,1
588,2014,Birrong Girls High School,15235,2,0,2
589,2014,Birrong Girls High School,15160,2,0,2
590,2014,Birrong Girls High School,15050,2,0,2
591,2014,Birrong Girls High School,15140,9,1,8
592,2014,Birrong Girls High School,15350,1,0,1
