,year,school,subject,t_band6,t_male,t_female
0,2015,Parkes High School,15240,2,1,1
1,2015,Parkes High School,15250,2,1,1
2,2015,Newcastle High School,15060,1,0,1
3,2015,Newcastle High School,15140,1,0,1
4,2015,Newcastle High School,15220,1,0,1
5,2015,Newcastle High School,15400,1,0,1
6,2015,Newcastle High School,15990,1,0,1
7,2015,Newcastle High School,15980,1,0,1
8,2015,Newcastle High School,15160,1,0,1
9,2015,Newcastle High School,15235,1,1,0
10,2015,Newcastle High School,15080,1,0,1
11,2015,Santa Sabina College,15290,4,0,4
12,2015,Santa Sabina College,15240,3,0,3
13,2015,Santa Sabina College,15210,2,0,2
14,2015,Santa Sabina College,15190,2,0,2
15,2015,Santa Sabina College,15350,3,0,3
16,2015,Santa Sabina College,15810,2,0,2
17,2015,Santa Sabina College,15555,1,0,1
18,2015,Santa Sabina College,15260,2,0,2
19,2015,Santa Sabina College,15390,1,0,1
20,2015,Santa Sabina College,15110,2,0,2
21,2015,Santa Sabina College,15140,15,0,15
22,2015,Santa Sabina College,15280,2,0,2
23,2015,Santa Sabina College,15670,5,0,5
24,2015,Santa Sabina College,15220,10,0,10
25,2015,Santa Sabina College,15400,3,0,3
26,2015,Santa Sabina College,15030,8,0,8
27,2015,Santa Sabina College,15800,3,0,3
28,2015,Santa Sabina College,15830,1,0,1
29,2015,Santa Sabina College,26499,1,0,1
30,2015,Santa Sabina College,15680,2,0,2
31,2015,Santa Sabina College,15370,17,0,17
32,2015,Santa Sabina College,16080,1,0,1
33,2015,Santa Sabina College,15250,6,0,6
34,2015,Santa Sabina College,15040,5,0,5
35,2015,Santa Sabina College,15690,1,0,1
36,2015,Santa Sabina College,15160,4,0,4
37,2015,Santa Sabina College,15270,8,0,8
38,2015,Santa Sabina College,15235,1,0,1
39,2015,Santa Sabina College,15080,9,2,7
40,2015,Santa Sabina College,15020,1,0,1
41,2015,Santa Sabina College,15790,2,0,2
42,2015,Santa Sabina College,15380,6,0,6
43,2015,Marian Catholic College,26079,1,1,0
44,2015,Marian Catholic College,15050,1,0,1
45,2015,Marian Catholic College,15240,11,8,3
46,2015,Marian Catholic College,15070,2,0,2
47,2015,Marian Catholic College,15350,1,0,1
48,2015,Marian Catholic College,15060,4,1,3
49,2015,Marian Catholic College,15260,1,1,0
50,2015,Marian Catholic College,15140,5,1,4
51,2015,Marian Catholic College,15280,1,0,1
52,2015,Marian Catholic College,15220,2,1,1
53,2015,Marian Catholic College,15400,1,0,1
54,2015,Marian Catholic College,15030,3,0,3
55,2015,Marian Catholic College,15370,2,1,1
56,2015,Marian Catholic College,15250,4,2,2
57,2015,Marian Catholic College,15040,2,1,1
58,2015,Marian Catholic College,26579,4,0,4
59,2015,Marian Catholic College,15320,8,1,7
60,2015,Marian Catholic College,15160,2,0,2
61,2015,Marian Catholic College,15340,2,0,2
62,2015,Marian Catholic College,15235,6,0,6
63,2015,Marian Catholic College,15020,1,0,1
64,2015,Marian Catholic College,15380,5,0,5
65,2015,Ulladulla High School,15290,2,1,1
66,2015,Ulladulla High School,15090,1,0,1
67,2015,Ulladulla High School,15240,2,2,0
68,2015,Ulladulla High School,15350,1,0,1
69,2015,Ulladulla High School,15330,2,2,0
70,2015,Ulladulla High School,15140,2,1,1
71,2015,Ulladulla High School,15010,2,1,1
72,2015,Ulladulla High School,15400,1,0,1
73,2015,Ulladulla High School,15030,2,1,1
74,2015,Ulladulla High School,15250,1,1,0
75,2015,Ulladulla High School,15320,3,0,3
76,2015,Ulladulla High School,15160,3,1,2
77,2015,Ulladulla High School,15270,1,1,0
78,2015,Ulladulla High School,15235,1,0,1
79,2015,Ulladulla High School,15080,1,1,0
80,2015,Ulladulla High School,15020,1,0,1
81,2015,Bulli High School,15050,3,3,0
82,2015,Bulli High School,15240,6,4,2
83,2015,Bulli High School,15260,2,2,0
84,2015,Bulli High School,15330,1,1,0
85,2015,Bulli High School,15140,1,0,1
86,2015,Bulli High School,15100,3,3,0
87,2015,Bulli High School,15400,3,0,3
88,2015,Bulli High School,15030,3,1,2
89,2015,Bulli High School,15250,2,2,0
90,2015,Bulli High School,15160,2,0,2
91,2015,Bulli High School,15340,3,1,2
92,2015,Bulli High School,15235,2,1,1
93,2015,Bulli High School,15020,2,0,2
94,2015,Macarthur Girls High School,15090,2,1,1
95,2015,Macarthur Girls High School,15240,6,1,5
96,2015,Macarthur Girls High School,15150,2,0,2
97,2015,Macarthur Girls High School,15180,1,0,1
98,2015,Macarthur Girls High School,15350,4,2,2
99,2015,Macarthur Girls High School,15060,1,0,1
100,2015,Macarthur Girls High School,15260,1,0,1
101,2015,Macarthur Girls High School,15310,1,0,1
102,2015,Macarthur Girls High School,15140,3,0,3
103,2015,Macarthur Girls High School,15220,2,0,2
104,2015,Macarthur Girls High School,15400,8,1,7
105,2015,Macarthur Girls High School,15030,3,0,3
106,2015,Macarthur Girls High School,15250,2,0,2
107,2015,Macarthur Girls High School,15200,1,0,1
108,2015,Macarthur Girls High School,15040,1,0,1
109,2015,Macarthur Girls High School,26579,1,0,1
110,2015,Macarthur Girls High School,15160,1,0,1
111,2015,Macarthur Girls High School,15235,2,1,1
112,2015,Macarthur Girls High School,15020,3,0,3
113,2015,Macarthur Girls High School,15380,2,1,1
114,2015,Baulkham Hills High School,15050,45,22,23
115,2015,Baulkham Hills High School,15850,6,1,5
116,2015,Baulkham Hills High School,15090,3,0,3
117,2015,Baulkham Hills High School,15240,55,28,27
118,2015,Baulkham Hills High School,15170,3,2,1
119,2015,Baulkham Hills High School,15885,1,0,1
120,2015,Baulkham Hills High School,15260,64,38,26
121,2015,Baulkham Hills High School,15330,46,31,15
122,2015,Baulkham Hills High School,15120,5,4,1
123,2015,Baulkham Hills High School,15310,3,3,0
124,2015,Baulkham Hills High School,15110,15,7,8
125,2015,Baulkham Hills High School,15910,8,5,3
126,2015,Baulkham Hills High School,15140,100,42,58
127,2015,Baulkham Hills High School,15280,3,0,3
128,2015,Baulkham Hills High School,15360,1,0,1
129,2015,Baulkham Hills High School,15220,8,2,6
130,2015,Baulkham Hills High School,15400,7,2,5
131,2015,Baulkham Hills High School,15030,14,5,9
132,2015,Baulkham Hills High School,15830,7,2,5
133,2015,Baulkham Hills High School,16110,1,0,1
134,2015,Baulkham Hills High School,15300,12,7,5
135,2015,Baulkham Hills High School,15370,2,1,1
136,2015,Baulkham Hills High School,15900,5,3,2
137,2015,Baulkham Hills High School,15250,118,70,48
138,2015,Baulkham Hills High School,15040,8,4,4
139,2015,Baulkham Hills High School,15320,3,2,1
140,2015,Baulkham Hills High School,15160,40,12,28
141,2015,Baulkham Hills High School,15270,13,6,7
142,2015,Baulkham Hills High School,15020,2,0,2
143,2015,Baulkham Hills High School,15380,1,0,1
144,2015,Shellharbour Anglican College,15390,2,0,2
145,2015,Shellharbour Anglican College,15280,1,1,0
146,2015,Shellharbour Anglican College,15400,2,0,2
147,2015,Shellharbour Anglican College,15320,1,0,1
148,2015,Shellharbour Anglican College,15160,1,0,1
149,2015,Al Sadiq College,15240,3,3,0
150,2015,Al Sadiq College,15250,2,2,0
151,2015,Al Sadiq College,15520,1,1,0
152,2015,Al Sadiq College,15320,2,1,1
153,2015,Merewether High School,15050,4,4,0
154,2015,Merewether High School,15290,10,5,5
155,2015,Merewether High School,15090,9,3,6
156,2015,Merewether High School,15240,18,9,9
157,2015,Merewether High School,15210,3,3,0
158,2015,Merewether High School,15170,3,1,2
159,2015,Merewether High School,15180,13,0,13
160,2015,Merewether High School,15190,8,4,4
161,2015,Merewether High School,15350,15,1,14
162,2015,Merewether High School,15260,2,2,0
163,2015,Merewether High School,15330,8,8,0
164,2015,Merewether High School,15120,4,4,0
165,2015,Merewether High School,15310,1,0,1
166,2015,Merewether High School,15390,1,0,1
167,2015,Merewether High School,15110,1,1,0
168,2015,Merewether High School,15140,24,9,15
169,2015,Merewether High School,15280,3,1,2
170,2015,Merewether High School,15360,2,2,0
171,2015,Merewether High School,15220,19,2,17
172,2015,Merewether High School,15400,8,1,7
173,2015,Merewether High School,15030,37,19,18
174,2015,Merewether High School,15680,2,1,1
175,2015,Merewether High School,15820,1,0,1
176,2015,Merewether High School,15370,2,0,2
177,2015,Merewether High School,15250,16,13,3
178,2015,Merewether High School,15040,5,2,3
179,2015,Merewether High School,26579,5,0,5
180,2015,Merewether High School,15320,8,4,4
181,2015,Merewether High School,15160,11,3,8
182,2015,Merewether High School,15270,13,1,12
183,2015,Merewether High School,15235,9,6,3
184,2015,Merewether High School,15080,2,2,0
185,2015,Merewether High School,15020,4,2,2
186,2015,Macksville High School,15390,2,0,2
187,2015,Macksville High School,15670,1,0,1
188,2015,Macksville High School,26579,1,1,0
189,2015,Macksville High School,15320,4,2,2
190,2015,Oxley College,15050,1,0,1
191,2015,Oxley College,15290,4,3,1
192,2015,Oxley College,15090,5,1,4
193,2015,Oxley College,15170,3,1,2
194,2015,Oxley College,15180,1,0,1
195,2015,Oxley College,15540,1,1,0
196,2015,Oxley College,15120,1,1,0
197,2015,Oxley College,15110,2,1,1
198,2015,Oxley College,15140,6,1,5
199,2015,Oxley College,15280,5,1,4
200,2015,Oxley College,15400,5,0,5
201,2015,Oxley College,15030,2,1,1
202,2015,Oxley College,15320,1,1,0
203,2015,Oxley College,15160,6,1,5
204,2015,Oxley College,15270,4,0,4
205,2015,Oxley College,15235,5,2,3
206,2015,St Philip's Christian College - Port Stephens,15050,1,1,0
207,2015,St Philip's Christian College - Port Stephens,15290,2,2,0
208,2015,St Philip's Christian College - Port Stephens,15060,1,0,1
209,2015,St Philip's Christian College - Port Stephens,15330,1,1,0
210,2015,St Philip's Christian College - Port Stephens,15140,1,1,0
211,2015,St Philip's Christian College - Port Stephens,15280,1,1,0
212,2015,St Philip's Christian College - Port Stephens,15030,1,1,0
213,2015,St Philip's Christian College - Port Stephens,15250,4,4,0
214,2015,St Philip's Christian College - Port Stephens,15200,4,4,0
215,2015,St Philip's Christian College - Port Stephens,15320,2,1,1
216,2015,St Philip's Christian College - Port Stephens,15270,1,1,0
217,2015,Beverly Hills Girls High School,15240,5,0,5
218,2015,Beverly Hills Girls High School,15190,1,0,1
219,2015,Beverly Hills Girls High School,15350,2,0,2
220,2015,Beverly Hills Girls High School,15060,1,0,1
221,2015,Beverly Hills Girls High School,15390,2,0,2
222,2015,Beverly Hills Girls High School,15510,1,0,1
223,2015,Beverly Hills Girls High School,15140,8,2,6
224,2015,Beverly Hills Girls High School,15670,1,0,1
225,2015,Beverly Hills Girls High School,15220,1,0,1
226,2015,Beverly Hills Girls High School,15400,1,0,1
227,2015,Beverly Hills Girls High School,15560,2,1,1
228,2015,Beverly Hills Girls High School,15250,1,0,1
229,2015,Beverly Hills Girls High School,15040,4,0,4
230,2015,Beverly Hills Girls High School,26579,2,0,2
231,2015,Beverly Hills Girls High School,15320,2,1,1
232,2015,Beverly Hills Girls High School,15235,1,0,1
233,2015,Beverly Hills Girls High School,15790,1,0,1
234,2015,Penrith Anglican College,15050,1,0,1
235,2015,Penrith Anglican College,15290,3,0,3
236,2015,Penrith Anglican College,15240,3,3,0
237,2015,Penrith Anglican College,15180,1,1,0
238,2015,Penrith Anglican College,15350,3,0,3
239,2015,Penrith Anglican College,15260,1,0,1
240,2015,Penrith Anglican College,15330,1,0,1
241,2015,Penrith Anglican College,15390,3,1,2
242,2015,Penrith Anglican College,15140,2,0,2
243,2015,Penrith Anglican College,15670,1,0,1
244,2015,Penrith Anglican College,15400,3,0,3
245,2015,Penrith Anglican College,15030,2,1,1
246,2015,Penrith Anglican College,15250,4,3,1
247,2015,Penrith Anglican College,15040,1,0,1
248,2015,Penrith Anglican College,15320,1,1,0
249,2015,Penrith Anglican College,15160,2,0,2
250,2015,Penrith Anglican College,15080,4,3,1
251,2015,Penrith Anglican College,15380,1,0,1
252,2015,Australian International School Singapore,15050,1,0,1
253,2015,Australian International School Singapore,15290,1,1,0
254,2015,Australian International School Singapore,15240,2,2,0
255,2015,Australian International School Singapore,15170,1,0,1
256,2015,Australian International School Singapore,15260,2,1,1
257,2015,Australian International School Singapore,15330,2,1,1
258,2015,Australian International School Singapore,15140,1,1,0
259,2015,Australian International School Singapore,15750,1,1,0
260,2015,Australian International School Singapore,15220,2,2,0
261,2015,Australian International School Singapore,15400,3,1,2
262,2015,Australian International School Singapore,15250,3,2,1
263,2015,Australian International School Singapore,15040,5,3,2
264,2015,Australian International School Singapore,15320,2,1,1
265,2015,Australian International School Singapore,15270,2,1,1
266,2015,Australian International School Singapore,15235,5,4,1
267,2015,Australian International School Singapore,15080,1,1,0
268,2015,Australian International School Singapore,15020,1,1,0
269,2015,Green Valley Islamic College,15040,2,0,2
270,2015,The Hills Sports High School,15060,1,0,1
271,2015,The Hills Sports High School,15200,3,3,0
272,2015,The Hills Sports High School,15040,1,0,1
273,2015,The Hills Sports High School,15020,1,0,1
274,2015,Cabramatta High School,15050,2,0,2
275,2015,Cabramatta High School,15240,10,5,5
276,2015,Cabramatta High School,15180,1,0,1
277,2015,Cabramatta High School,15350,1,0,1
278,2015,Cabramatta High School,15260,2,0,2
279,2015,Cabramatta High School,15120,1,1,0
280,2015,Cabramatta High School,15140,2,0,2
281,2015,Cabramatta High School,15400,3,0,3
282,2015,Cabramatta High School,15030,2,0,2
283,2015,Cabramatta High School,16140,2,1,1
284,2015,Cabramatta High School,15250,9,4,5
285,2015,Cabramatta High School,15520,1,0,1
286,2015,St Francis Xavier's College,15290,9,6,3
287,2015,St Francis Xavier's College,15090,7,0,7
288,2015,St Francis Xavier's College,15240,14,8,6
289,2015,St Francis Xavier's College,15170,4,0,4
290,2015,St Francis Xavier's College,15070,1,0,1
291,2015,St Francis Xavier's College,15350,2,0,2
292,2015,St Francis Xavier's College,15060,11,1,10
293,2015,St Francis Xavier's College,26199,2,0,2
294,2015,St Francis Xavier's College,15330,1,1,0
295,2015,St Francis Xavier's College,15120,2,2,0
296,2015,St Francis Xavier's College,15110,1,1,0
297,2015,St Francis Xavier's College,15140,17,6,11
298,2015,St Francis Xavier's College,15670,3,0,3
299,2015,St Francis Xavier's College,15100,1,0,1
300,2015,St Francis Xavier's College,15220,1,0,1
301,2015,St Francis Xavier's College,15400,4,1,3
302,2015,St Francis Xavier's College,15030,6,3,3
303,2015,St Francis Xavier's College,26499,2,1,1
304,2015,St Francis Xavier's College,15370,7,2,5
305,2015,St Francis Xavier's College,15250,5,4,1
306,2015,St Francis Xavier's College,15200,5,5,0
307,2015,St Francis Xavier's College,15040,3,2,1
308,2015,St Francis Xavier's College,26579,1,0,1
309,2015,St Francis Xavier's College,15320,8,1,7
310,2015,St Francis Xavier's College,15160,6,0,6
311,2015,St Francis Xavier's College,15340,2,1,1
312,2015,St Francis Xavier's College,15235,2,1,1
313,2015,St Francis Xavier's College,15020,2,2,0
314,2015,St Francis Xavier's College,15380,9,2,7
315,2015,St Johns Park High School,15050,4,3,1
316,2015,St Johns Park High School,15090,2,1,1
317,2015,St Johns Park High School,15240,7,4,3
318,2015,St Johns Park High School,15060,2,0,2
319,2015,St Johns Park High School,15260,2,2,0
320,2015,St Johns Park High School,15140,1,0,1
321,2015,St Johns Park High School,15220,1,0,1
322,2015,St Johns Park High School,15250,8,5,3
323,2015,St Johns Park High School,15040,3,1,2
324,2015,St Johns Park High School,15020,1,0,1
325,2015,Erina High School,15060,1,0,1
326,2015,Erina High School,15390,1,0,1
327,2015,Erina High School,15400,3,0,3
328,2015,Erina High School,15235,1,0,1
329,2015,Taree High School,15050,1,0,1
330,2015,Taree High School,15290,2,1,1
331,2015,Taree High School,15140,2,1,1
332,2015,Taree High School,15030,3,2,1
333,2015,Taree High School,15250,1,0,1
334,2015,Taree High School,15320,1,1,0
335,2015,Taree High School,15340,1,1,0
336,2015,Taree High School,15235,2,2,0
337,2015,Taree High School,15020,3,1,2
338,2015,Merrylands High School,15235,1,1,0
339,2015,SHORE - Sydney Church of England Grammar School,15050,11,11,0
340,2015,SHORE - Sydney Church of England Grammar School,15290,1,1,0
341,2015,SHORE - Sydney Church of England Grammar School,15090,9,9,0
342,2015,SHORE - Sydney Church of England Grammar School,15240,38,37,1
343,2015,SHORE - Sydney Church of England Grammar School,15210,1,1,0
344,2015,SHORE - Sydney Church of England Grammar School,15170,1,1,0
345,2015,SHORE - Sydney Church of England Grammar School,15190,15,15,0
346,2015,SHORE - Sydney Church of England Grammar School,15710,1,1,0
347,2015,SHORE - Sydney Church of England Grammar School,15260,4,4,0
348,2015,SHORE - Sydney Church of England Grammar School,15330,2,2,0
349,2015,SHORE - Sydney Church of England Grammar School,15310,3,3,0
350,2015,SHORE - Sydney Church of England Grammar School,15110,13,13,0
351,2015,SHORE - Sydney Church of England Grammar School,15720,1,1,0
352,2015,SHORE - Sydney Church of England Grammar School,15910,4,3,1
353,2015,SHORE - Sydney Church of England Grammar School,15140,50,49,1
354,2015,SHORE - Sydney Church of England Grammar School,15280,3,3,0
355,2015,SHORE - Sydney Church of England Grammar School,15130,1,1,0
356,2015,SHORE - Sydney Church of England Grammar School,15400,10,10,0
357,2015,SHORE - Sydney Church of England Grammar School,15030,8,7,1
358,2015,SHORE - Sydney Church of England Grammar School,15300,4,4,0
359,2015,SHORE - Sydney Church of England Grammar School,15680,5,4,1
360,2015,SHORE - Sydney Church of England Grammar School,15370,3,3,0
361,2015,SHORE - Sydney Church of England Grammar School,15900,4,3,1
362,2015,SHORE - Sydney Church of England Grammar School,15250,20,18,2
363,2015,SHORE - Sydney Church of England Grammar School,15200,4,4,0
364,2015,SHORE - Sydney Church of England Grammar School,15040,37,37,0
365,2015,SHORE - Sydney Church of England Grammar School,15690,2,1,1
366,2015,SHORE - Sydney Church of England Grammar School,15320,11,11,0
367,2015,SHORE - Sydney Church of England Grammar School,15160,11,11,0
368,2015,SHORE - Sydney Church of England Grammar School,15270,17,16,1
369,2015,SHORE - Sydney Church of England Grammar School,15235,28,28,0
370,2015,SHORE - Sydney Church of England Grammar School,15080,2,2,0
371,2015,SHORE - Sydney Church of England Grammar School,15020,5,5,0
372,2015,Karabar High School Distance Education Centre,15240,1,1,0
373,2015,Karabar High School Distance Education Centre,15540,1,1,0
374,2015,Karabar High School Distance Education Centre,16080,1,1,0
375,2015,Karabar High School Distance Education Centre,15700,1,0,1
376,2015,Karabar High School Distance Education Centre,15320,1,0,1
377,2015,Karabar High School Distance Education Centre,15340,1,0,1
378,2015,Karabar High School Distance Education Centre,15020,1,0,1
379,2015,Frensham School,15050,3,0,3
380,2015,Frensham School,15290,6,0,6
381,2015,Frensham School,15090,3,0,3
382,2015,Frensham School,15240,4,0,4
383,2015,Frensham School,15170,6,0,6
384,2015,Frensham School,15910,1,0,1
385,2015,Frensham School,15140,6,0,6
386,2015,Frensham School,15280,6,0,6
387,2015,Frensham School,15010,2,0,2
388,2015,Frensham School,15400,8,1,7
389,2015,Frensham School,15680,3,0,3
390,2015,Frensham School,15900,1,0,1
391,2015,Frensham School,15160,8,0,8
392,2015,Frensham School,15270,6,0,6
393,2015,Frensham School,15235,14,0,14
394,2015,Frensham School,15080,4,1,3
395,2015,Frensham School,15020,3,0,3
396,2015,Burwood Girls High School,15050,4,0,4
397,2015,Burwood Girls High School,15890,2,0,2
398,2015,Burwood Girls High School,15290,3,0,3
399,2015,Burwood Girls High School,15850,1,0,1
400,2015,Burwood Girls High School,15090,2,0,2
401,2015,Burwood Girls High School,15240,12,2,10
402,2015,Burwood Girls High School,15150,2,0,2
403,2015,Burwood Girls High School,15170,2,0,2
404,2015,Burwood Girls High School,15350,7,0,7
405,2015,Burwood Girls High School,15810,1,0,1
406,2015,Burwood Girls High School,15885,2,0,2
407,2015,Burwood Girls High School,15555,2,0,2
408,2015,Burwood Girls High School,15260,2,0,2
409,2015,Burwood Girls High School,15330,1,0,1
410,2015,Burwood Girls High School,15140,7,0,7
411,2015,Burwood Girls High School,15280,1,0,1
412,2015,Burwood Girls High School,15130,1,0,1
413,2015,Burwood Girls High School,15220,8,0,8
414,2015,Burwood Girls High School,15400,9,0,9
415,2015,Burwood Girls High School,15030,1,0,1
416,2015,Burwood Girls High School,15830,2,0,2
417,2015,Burwood Girls High School,15560,6,0,6
418,2015,Burwood Girls High School,15970,1,0,1
419,2015,Burwood Girls High School,15820,7,2,5
420,2015,Burwood Girls High School,15370,1,0,1
421,2015,Burwood Girls High School,16070,1,0,1
422,2015,Burwood Girls High School,16140,3,2,1
423,2015,Burwood Girls High School,15250,6,0,6
424,2015,Burwood Girls High School,15040,4,0,4
425,2015,Burwood Girls High School,15320,3,0,3
426,2015,Burwood Girls High School,15160,3,0,3
427,2015,Burwood Girls High School,15270,1,0,1
428,2015,Burwood Girls High School,15340,3,0,3
429,2015,Burwood Girls High School,15235,4,0,4
430,2015,Burwood Girls High School,15020,3,0,3
431,2015,Burwood Girls High School,15380,2,0,2
432,2015,Willyama High School,15060,1,0,1
433,2015,Goulburn High School,15060,1,0,1
434,2015,Wade High School,15170,1,1,0
435,2015,Wade High School,15670,2,1,1
436,2015,Wade High School,15400,1,1,0
437,2015,Wade High School,15700,4,2,2
438,2015,Wade High School,15320,2,2,0
439,2015,Wade High School,15340,3,3,0
440,2015,Wade High School,15235,2,2,0
441,2015,Singleton High School,15290,2,2,0
442,2015,Singleton High School,15060,2,0,2
443,2015,Singleton High School,15030,3,0,3
444,2015,Singleton High School,26579,1,0,1
445,2015,Singleton High School,15320,4,2,2
446,2015,Singleton High School,15080,1,1,0
447,2015,Charlton Christian College,15220,1,1,0
448,2015,Charlton Christian College,15235,1,0,1
449,2015,Conservatorium High School,15050,1,0,1
450,2015,Conservatorium High School,15240,5,1,4
451,2015,Conservatorium High School,15170,3,1,2
452,2015,Conservatorium High School,15260,2,2,0
453,2015,Conservatorium High School,15310,22,7,15
454,2015,Conservatorium High School,15140,2,2,0
455,2015,Conservatorium High School,15670,2,1,1
456,2015,Conservatorium High School,15400,1,0,1
457,2015,Conservatorium High School,15300,10,4,6
458,2015,Conservatorium High School,15250,3,1,2
459,2015,Conservatorium High School,15700,3,1,2
460,2015,Conservatorium High School,15160,3,2,1
461,2015,Conservatorium High School,15270,3,2,1
462,2015,Conservatorium High School,15235,4,3,1
463,2015,"Australian International Academy, Sydney, Strathfield Campus",15220,1,0,1
464,2015,St Philip's Christian College - Waratah,26299,1,1,0
465,2015,St Philip's Christian College - Waratah,15290,6,3,3
466,2015,St Philip's Christian College - Waratah,15090,2,0,2
467,2015,St Philip's Christian College - Waratah,15240,2,1,1
468,2015,St Philip's Christian College - Waratah,15170,2,1,1
469,2015,St Philip's Christian College - Waratah,15060,5,0,5
470,2015,St Philip's Christian College - Waratah,26199,2,1,1
471,2015,St Philip's Christian College - Waratah,15390,1,0,1
472,2015,St Philip's Christian College - Waratah,15140,8,2,6
473,2015,St Philip's Christian College - Waratah,15220,1,1,0
474,2015,St Philip's Christian College - Waratah,15400,1,0,1
475,2015,St Philip's Christian College - Waratah,15030,3,0,3
476,2015,St Philip's Christian College - Waratah,26499,1,0,1
477,2015,St Philip's Christian College - Waratah,15370,4,1,3
478,2015,St Philip's Christian College - Waratah,15250,2,2,0
479,2015,St Philip's Christian College - Waratah,15040,1,0,1
480,2015,St Philip's Christian College - Waratah,26579,3,1,2
481,2015,St Philip's Christian College - Waratah,15320,2,0,2
482,2015,St Philip's Christian College - Waratah,15160,6,1,5
483,2015,St Philip's Christian College - Waratah,15270,3,0,3
484,2015,St Philip's Christian College - Waratah,15235,5,1,4
485,2015,St Philip's Christian College - Waratah,15020,1,1,0
486,2015,St Philip's Christian College - Waratah,15380,2,0,2
487,2015,Clancy Catholic College,15290,4,3,1
488,2015,Clancy Catholic College,15240,3,2,1
489,2015,Clancy Catholic College,15060,1,0,1
490,2015,Clancy Catholic College,15140,3,0,3
491,2015,Clancy Catholic College,16020,1,0,1
492,2015,Clancy Catholic College,15220,5,0,5
493,2015,Clancy Catholic College,27379,1,1,0
494,2015,Clancy Catholic College,15400,3,0,3
495,2015,Clancy Catholic College,15370,8,0,8
496,2015,Clancy Catholic College,15250,1,1,0
497,2015,Clancy Catholic College,15200,3,3,0
498,2015,Clancy Catholic College,15040,3,0,3
499,2015,Clancy Catholic College,26579,4,2,2
500,2015,Clancy Catholic College,15160,2,0,2
501,2015,Clancy Catholic College,15235,7,2,5
502,2015,Clancy Catholic College,15080,1,0,1
503,2015,Clancy Catholic College,15020,5,1,4
504,2015,Lurnea High School,15520,1,1,0
505,2015,Mater Maria Catholic College,15290,1,1,0
506,2015,Mater Maria Catholic College,15090,4,1,3
507,2015,Mater Maria Catholic College,15240,4,1,3
508,2015,Mater Maria Catholic College,15210,1,1,0
509,2015,Mater Maria Catholic College,15390,1,0,1
510,2015,Mater Maria Catholic College,15100,1,0,1
511,2015,Mater Maria Catholic College,15400,1,0,1
512,2015,Mater Maria Catholic College,15370,4,2,2
513,2015,Mater Maria Catholic College,15250,1,1,0
514,2015,Mater Maria Catholic College,15200,9,8,1
515,2015,Mater Maria Catholic College,26579,1,0,1
516,2015,Mater Maria Catholic College,15235,3,0,3
517,2015,Mater Maria Catholic College,15080,1,0,1
518,2015,Mater Maria Catholic College,15020,1,1,0
519,2015,West Wyalong High School,15240,1,1,0
520,2015,Dubbo College Senior Campus,15090,2,0,2
521,2015,Dubbo College Senior Campus,15060,2,0,2
522,2015,Dubbo College Senior Campus,15120,1,1,0
523,2015,Dubbo College Senior Campus,15310,1,1,0
524,2015,Dubbo College Senior Campus,15220,1,1,0
525,2015,Dubbo College Senior Campus,15400,1,0,1
526,2015,Dubbo College Senior Campus,15250,1,1,0
527,2015,Dubbo College Senior Campus,15200,1,1,0
528,2015,Dubbo College Senior Campus,15040,1,0,1
529,2015,Dubbo College Senior Campus,15320,7,2,5
530,2015,Dubbo College Senior Campus,15340,1,0,1
531,2015,Dubbo College Senior Campus,15235,1,0,1
532,2015,Cronulla High School,15050,1,1,0
533,2015,Cronulla High School,16045,1,0,1
534,2015,Cronulla High School,15240,3,3,0
535,2015,Cronulla High School,15180,2,1,1
536,2015,Cronulla High School,15190,1,1,0
537,2015,Cronulla High School,15070,1,0,1
538,2015,Cronulla High School,15350,1,0,1
539,2015,Cronulla High School,15060,3,0,3
540,2015,Cronulla High School,15110,1,1,0
541,2015,Cronulla High School,15140,4,2,2
542,2015,Cronulla High School,15220,3,1,2
543,2015,Cronulla High School,15400,1,1,0
544,2015,Cronulla High School,15030,2,1,1
545,2015,Cronulla High School,15200,4,4,0
546,2015,Cronulla High School,15040,3,1,2
547,2015,Cronulla High School,15235,6,5,1
548,2015,Cronulla High School,15080,1,0,1
549,2015,Bega High School,15170,1,0,1
550,2015,Bega High School,15180,2,0,2
551,2015,Bega High School,15390,2,0,2
552,2015,Bega High School,15400,1,0,1
553,2015,Bega High School,27499,1,0,1
554,2015,Bega High School,15320,2,1,1
555,2015,Bega High School,15160,1,0,1
556,2015,Bega High School,15235,2,0,2
557,2015,Barrenjoey High School,15050,1,0,1
558,2015,Barrenjoey High School,15240,3,1,2
559,2015,Barrenjoey High School,15350,3,0,3
560,2015,Barrenjoey High School,15140,4,0,4
561,2015,Barrenjoey High School,15670,3,1,2
562,2015,Barrenjoey High School,15100,1,0,1
563,2015,Barrenjoey High School,15400,2,1,1
564,2015,Barrenjoey High School,15030,1,0,1
565,2015,Barrenjoey High School,15200,3,2,1
566,2015,Barrenjoey High School,15160,2,0,2
567,2015,Barrenjoey High School,15235,1,0,1
568,2015,Northern Beaches Secondary College Cromer Campus,15170,3,3,0
569,2015,Northern Beaches Secondary College Cromer Campus,15540,1,0,1
570,2015,Northern Beaches Secondary College Cromer Campus,15140,1,1,0
571,2015,Northern Beaches Secondary College Cromer Campus,15280,1,1,0
572,2015,Northern Beaches Secondary College Cromer Campus,15360,1,1,0
