,year,school,subject,t_band6,t_male,t_female
54,2013,St Ursula's College,15320,3,0,3
55,2013,St Ursula's College,15350,5,0,5
56,2013,St Ursula's College,15380,7,0,7
57,2013,St Ursula's College,15160,3,0,3
58,2013,St Ursula's College,15300,1,0,1
59,2013,St Ursula's College,15110,3,0,3
60,2013,St Ursula's College,15980,1,0,1
61,2013,St Ursula's College,15030,4,0,4
62,2013,St Ursula's College,15370,14,0,14
63,2013,St Ursula's College,15310,2,0,2
64,2013,St Ursula's College,26599,4,0,4
65,2013,St Ursula's College,15400,4,0,4
66,2013,St Ursula's College,15040,9,0,9
67,2013,St Ursula's College,15180,3,0,3
68,2013,St Ursula's College,15060,7,0,7
69,2013,St Ursula's College,15140,14,0,14
70,2013,St Ursula's College,15130,6,0,6
71,2013,St Ursula's College,15050,1,0,1
72,2013,St Ursula's College,15210,3,0,3
73,2013,St Ursula's College,15290,7,0,7
74,2013,St Ursula's College,15220,12,0,12
75,2013,St Ursula's College,15020,1,0,1
76,2013,St Ursula's College,15390,1,0,1
77,2013,Endeavour Sports High School,15230,1,0,1
78,2013,Endeavour Sports High School,15250,1,1,0
79,2013,North Sydney Girls High School,15240,42,3,39
80,2013,North Sydney Girls High School,15270,26,1,25
81,2013,North Sydney Girls High School,15170,5,0,5
82,2013,North Sydney Girls High School,15830,6,0,6
83,2013,North Sydney Girls High School,15720,2,0,2
84,2013,North Sydney Girls High School,15360,4,0,4
85,2013,North Sydney Girls High School,15850,4,0,4
86,2013,North Sydney Girls High School,15320,9,1,8
87,2013,North Sydney Girls High School,15280,5,0,5
88,2013,North Sydney Girls High School,15670,1,0,1
89,2013,North Sydney Girls High School,15350,27,1,26
90,2013,North Sydney Girls High School,15160,53,3,50
91,2013,North Sydney Girls High School,15300,5,0,5
92,2013,North Sydney Girls High School,15110,11,0,11
93,2013,North Sydney Girls High School,15910,4,2,2
94,2013,North Sydney Girls High School,15710,4,0,4
95,2013,North Sydney Girls High School,15680,5,1,4
96,2013,North Sydney Girls High School,15640,1,0,1
97,2013,North Sydney Girls High School,15260,40,4,36
98,2013,North Sydney Girls High School,15900,3,1,2
99,2013,North Sydney Girls High School,15030,12,1,11
100,2013,North Sydney Girls High School,15370,2,0,2
101,2013,North Sydney Girls High School,15310,5,0,5
102,2013,North Sydney Girls High School,15330,9,2,7
103,2013,North Sydney Girls High School,15400,7,1,6
104,2013,North Sydney Girls High School,15885,1,0,1
105,2013,North Sydney Girls High School,15835,1,0,1
106,2013,North Sydney Girls High School,15140,69,3,66
107,2013,North Sydney Girls High School,15050,40,2,38
108,2013,North Sydney Girls High School,15210,13,0,13
109,2013,North Sydney Girls High School,15250,76,6,70
110,2013,North Sydney Girls High School,15690,3,1,2
111,2013,North Sydney Girls High School,15220,2,0,2
112,2013,North Sydney Girls High School,15020,6,0,6
113,2013,Melville High School,15240,1,1,0
114,2013,Melville High School,15340,1,0,1
115,2013,Melville High School,15230,2,0,2
116,2013,Melville High School,15190,1,0,1
117,2013,Melville High School,15360,1,1,0
118,2013,Melville High School,15090,1,0,1
119,2013,Melville High School,15320,2,2,0
120,2013,Melville High School,15200,2,2,0
121,2013,Melville High School,27099,1,0,1
122,2013,Melville High School,26599,2,2,0
123,2013,Melville High School,15330,1,1,0
124,2013,Melville High School,15140,1,1,0
125,2013,Melville High School,15050,1,1,0
126,2013,Melville High School,15290,1,1,0
127,2013,Melville High School,15220,1,0,1
128,2013,St Clair High School,15170,1,0,1
129,2013,St Clair High School,15180,1,0,1
130,2013,Camden Haven High School,15340,1,1,0
131,2013,Camden Haven High School,15230,2,1,1
132,2013,Camden Haven High School,15090,2,0,2
133,2013,Camden Haven High School,15670,1,0,1
134,2013,Camden Haven High School,15200,1,1,0
135,2013,Camden Haven High School,15160,1,0,1
136,2013,Camden Haven High School,15030,1,0,1
137,2013,Camden Haven High School,26599,1,1,0
138,2013,Camden Haven High School,15400,2,0,2
139,2013,Camden Haven High School,15140,1,0,1
140,2013,Camden Haven High School,15020,2,0,2
141,2013,Holy Spirit Catholic College,15270,2,0,2
142,2013,Holy Spirit Catholic College,15340,1,1,0
143,2013,Holy Spirit Catholic College,15230,2,2,0
144,2013,Holy Spirit Catholic College,15090,3,2,1
145,2013,Holy Spirit Catholic College,15320,4,2,2
146,2013,Holy Spirit Catholic College,15380,3,2,1
147,2013,Holy Spirit Catholic College,15030,1,1,0
148,2013,Holy Spirit Catholic College,15370,4,0,4
149,2013,Holy Spirit Catholic College,15400,1,0,1
150,2013,Holy Spirit Catholic College,15040,5,4,1
151,2013,Holy Spirit Catholic College,15220,3,2,1
152,2013,Holy Spirit Catholic College,15020,2,1,1
153,2013,Newington College,15240,7,7,0
154,2013,Newington College,15270,8,8,0
155,2013,Newington College,15170,4,4,0
156,2013,Newington College,15230,3,3,0
157,2013,Newington College,15190,3,3,0
158,2013,Newington College,15080,2,2,0
159,2013,Newington College,15120,1,1,0
160,2013,Newington College,15360,1,1,0
161,2013,Newington College,15090,2,2,0
162,2013,Newington College,15320,5,5,0
163,2013,Newington College,15280,4,4,0
164,2013,Newington College,15380,1,1,0
165,2013,Newington College,15160,7,7,0
166,2013,Newington College,15300,2,2,0
167,2013,Newington College,15110,3,3,0
168,2013,Newington College,15710,1,1,0
169,2013,Newington College,15260,3,2,1
170,2013,Newington College,15980,1,1,0
171,2013,Newington College,15030,4,4,0
172,2013,Newington College,15310,1,1,0
173,2013,Newington College,15990,1,1,0
174,2013,Newington College,15330,7,6,1
175,2013,Newington College,15400,7,7,0
176,2013,Newington College,15040,2,2,0
177,2013,Newington College,15140,9,9,0
178,2013,Newington College,15050,2,1,1
179,2013,Newington College,15210,4,4,0
180,2013,Newington College,15290,3,3,0
181,2013,Newington College,15250,6,5,1
182,2013,Newington College,15220,6,6,0
183,2013,Newington College,15020,8,8,0
184,2013,Young High School,26999,1,0,1
185,2013,Young High School,15230,1,1,0
186,2013,Young High School,15190,1,1,0
187,2013,Young High School,26699,1,1,0
188,2013,Young High School,26599,1,0,1
189,2013,Young High School,15400,1,0,1
190,2013,Young High School,15040,2,1,1
191,2013,Young High School,15290,1,0,1
192,2013,Ingleburn High School,15270,1,0,1
193,2013,St Vincent's College,15240,3,0,3
194,2013,St Vincent's College,15270,6,0,6
195,2013,St Vincent's College,15170,2,0,2
196,2013,St Vincent's College,15080,2,0,2
197,2013,St Vincent's College,15090,4,0,4
198,2013,St Vincent's College,15320,2,0,2
199,2013,St Vincent's College,15280,2,0,2
200,2013,St Vincent's College,15350,1,0,1
201,2013,St Vincent's College,15380,8,0,8
202,2013,St Vincent's College,15160,4,0,4
203,2013,St Vincent's College,15710,1,0,1
204,2013,St Vincent's College,15680,5,0,5
205,2013,St Vincent's College,15030,5,0,5
206,2013,St Vincent's College,15370,6,0,6
207,2013,St Vincent's College,15790,1,0,1
208,2013,St Vincent's College,15330,1,0,1
209,2013,St Vincent's College,15400,9,0,9
210,2013,St Vincent's College,15100,1,0,1
211,2013,St Vincent's College,15040,3,0,3
212,2013,St Vincent's College,15060,2,0,2
213,2013,St Vincent's College,15140,12,0,12
214,2013,St Vincent's College,15050,3,0,3
215,2013,St Vincent's College,15290,1,0,1
216,2013,St Vincent's College,15220,4,0,4
217,2013,St Vincent's College,15020,3,0,3
218,2013,Marist College Pagewood,15240,3,3,0
219,2013,Marist College Pagewood,15230,3,3,0
220,2013,Marist College Pagewood,15160,1,1,0
221,2013,Marist College Pagewood,15370,4,4,0
222,2013,Marist College Pagewood,15040,2,2,0
223,2013,Marist College Pagewood,15800,1,1,0
224,2013,Marist College Pagewood,15140,1,1,0
225,2013,Marist College Pagewood,15210,2,2,0
226,2013,Marist College Pagewood,15250,1,1,0
227,2013,Marist College Pagewood,15020,1,1,0
228,2013,Casino High School,15240,1,1,0
229,2013,Casino High School,15230,1,0,1
230,2013,Casino High School,15200,2,2,0
231,2013,Casino High School,15330,1,1,0
232,2013,Casino High School,15050,1,1,0
233,2013,Casino High School,15290,2,1,1
234,2013,Casino High School,15220,1,0,1
235,2013,Central Coast Grammar School,15240,3,2,1
236,2013,Central Coast Grammar School,15270,1,0,1
237,2013,Central Coast Grammar School,15170,1,0,1
238,2013,Central Coast Grammar School,15230,4,3,1
239,2013,Central Coast Grammar School,15360,1,1,0
240,2013,Central Coast Grammar School,15090,3,2,1
241,2013,Central Coast Grammar School,15320,4,2,2
242,2013,Central Coast Grammar School,15350,10,4,6
243,2013,Central Coast Grammar School,15200,1,1,0
244,2013,Central Coast Grammar School,15160,1,0,1
245,2013,Central Coast Grammar School,15110,2,1,1
246,2013,Central Coast Grammar School,15030,4,2,2
247,2013,Central Coast Grammar School,15370,7,3,4
248,2013,Central Coast Grammar School,26599,2,1,1
249,2013,Central Coast Grammar School,15400,5,1,4
250,2013,Central Coast Grammar School,15040,3,2,1
251,2013,Central Coast Grammar School,15140,17,6,11
252,2013,Central Coast Grammar School,15050,2,1,1
253,2013,Central Coast Grammar School,15290,2,0,2
254,2013,Central Coast Grammar School,15250,1,1,0
255,2013,Central Coast Grammar School,15220,5,2,3
256,2013,Condell Park High School,15240,1,1,0
257,2013,Condell Park High School,15230,1,0,1
258,2013,Condell Park High School,26599,1,0,1
259,2013,Condell Park High School,15510,2,1,1
260,2013,Trinity Catholic College Goulburn,15240,1,0,1
261,2013,Trinity Catholic College Goulburn,15230,2,1,1
262,2013,Trinity Catholic College Goulburn,15120,1,1,0
263,2013,Trinity Catholic College Goulburn,15380,1,0,1
264,2013,Trinity Catholic College Goulburn,15370,2,0,2
265,2013,Trinity Catholic College Goulburn,26599,1,0,1
266,2013,Trinity Catholic College Goulburn,15400,2,0,2
267,2013,Trinity Catholic College Goulburn,15180,1,0,1
268,2013,Trinity Catholic College Goulburn,15140,1,0,1
269,2013,Trinity Catholic College Goulburn,15050,1,0,1
270,2013,Trinity Catholic College Goulburn,15290,1,0,1
271,2013,Trinity Catholic College Goulburn,15020,2,0,2
272,2013,Trinity Catholic College Goulburn,15390,1,0,1
273,2013,Kadina High School,15030,1,0,1
274,2013,Kadina High School,26599,1,0,1
275,2013,Kadina High School,15290,1,1,0
276,2013,Kadina High School,15220,1,0,1
277,2013,Glenaeon Rudolf Steiner School,15280,1,1,0
278,2013,Glenaeon Rudolf Steiner School,15350,1,0,1
279,2013,Glenaeon Rudolf Steiner School,15030,1,1,0
280,2013,Glenaeon Rudolf Steiner School,15400,3,2,1
281,2013,Glenaeon Rudolf Steiner School,15020,2,2,0
282,2013,Gunnedah High School,15320,1,0,1
283,2013,Gunnedah High School,26599,2,0,2
284,2013,Braidwood Central School,26899,1,1,0
285,2013,Braidwood Central School,15320,1,0,1
286,2013,Braidwood Central School,15010,1,1,0
287,2013,Gymea Technology High School,15360,1,1,0
288,2013,Gymea Technology High School,26699,1,1,0
289,2013,Gymea Technology High School,15400,1,1,0
290,2013,Gymea Technology High School,15210,2,2,0
291,2013,Gymea Technology High School,15290,1,1,0
292,2013,Casimir Catholic College,15240,2,1,1
293,2013,Casimir Catholic College,15270,1,1,0
294,2013,Casimir Catholic College,15340,1,1,0
295,2013,Casimir Catholic College,15230,1,0,1
296,2013,Casimir Catholic College,15370,4,1,3
297,2013,Casimir Catholic College,15060,1,0,1
298,2013,Casimir Catholic College,15140,2,1,1
299,2013,Casimir Catholic College,15130,1,0,1
300,2013,Casimir Catholic College,15290,2,1,1
301,2013,Casimir Catholic College,15250,1,1,0
302,2013,Casimir Catholic College,15220,1,1,0
303,2013,Casimir Catholic College,15020,2,1,1
304,2013,Merewether High School,15240,17,10,7
305,2013,Merewether High School,15270,1,0,1
306,2013,Merewether High School,15170,2,0,2
307,2013,Merewether High School,15230,4,4,0
308,2013,Merewether High School,15190,9,3,6
309,2013,Merewether High School,15120,5,4,1
310,2013,Merewether High School,15890,1,0,1
311,2013,Merewether High School,15090,3,0,3
312,2013,Merewether High School,15320,6,0,6
313,2013,Merewether High School,15350,17,1,16
314,2013,Merewether High School,15380,3,1,2
315,2013,Merewether High School,15160,5,0,5
316,2013,Merewether High School,15300,1,0,1
317,2013,Merewether High School,15110,2,2,0
318,2013,Merewether High School,15260,3,2,1
319,2013,Merewether High School,15030,6,1,5
320,2013,Merewether High School,15370,3,1,2
321,2013,Merewether High School,26599,3,1,2
322,2013,Merewether High School,15330,9,4,5
323,2013,Merewether High School,15760,1,0,1
324,2013,Merewether High School,15400,5,0,5
325,2013,Merewether High School,15100,5,1,4
326,2013,Merewether High School,15040,14,12,2
327,2013,Merewether High School,15180,7,0,7
328,2013,Merewether High School,15060,3,1,2
329,2013,Merewether High School,15140,19,3,16
330,2013,Merewether High School,15050,5,2,3
331,2013,Merewether High School,15290,6,3,3
332,2013,Merewether High School,15250,12,6,6
333,2013,Merewether High School,15220,8,2,6
334,2013,Merewether High School,15020,3,0,3
335,2013,Gilroy Catholic College,15240,4,0,4
336,2013,Gilroy Catholic College,15270,2,1,1
337,2013,Gilroy Catholic College,15230,4,4,0
338,2013,Gilroy Catholic College,15080,1,1,0
339,2013,Gilroy Catholic College,16080,1,0,1
340,2013,Gilroy Catholic College,15360,1,1,0
341,2013,Gilroy Catholic College,15320,2,0,2
342,2013,Gilroy Catholic College,15280,2,1,1
343,2013,Gilroy Catholic College,15380,3,1,2
344,2013,Gilroy Catholic College,15160,1,0,1
345,2013,Gilroy Catholic College,15370,18,9,9
346,2013,Gilroy Catholic College,15310,1,1,0
347,2013,Gilroy Catholic College,26599,3,0,3
348,2013,Gilroy Catholic College,15400,4,2,2
349,2013,Gilroy Catholic College,15040,3,1,2
350,2013,Gilroy Catholic College,15180,2,1,1
351,2013,Gilroy Catholic College,15060,2,0,2
352,2013,Gilroy Catholic College,15140,5,2,3
353,2013,Gilroy Catholic College,15130,1,0,1
354,2013,Gilroy Catholic College,15290,1,1,0
355,2013,Gilroy Catholic College,15250,3,3,0
356,2013,Gilroy Catholic College,15220,2,1,1
357,2013,Gilroy Catholic College,15020,9,5,4
358,2013,Oxley College,15240,1,1,0
359,2013,Oxley College,15340,3,1,2
360,2013,Oxley College,15080,3,1,2
361,2013,Oxley College,15120,1,1,0
362,2013,Oxley College,15090,6,2,4
363,2013,Oxley College,15320,1,1,0
364,2013,Oxley College,15160,1,1,0
365,2013,Oxley College,15330,1,1,0
366,2013,Oxley College,15400,2,1,1
367,2013,Oxley College,15040,1,1,0
368,2013,Oxley College,15140,2,0,2
369,2013,Oxley College,15050,1,1,0
370,2013,Oxley College,15290,3,2,1
371,2013,Oxley College,15250,1,1,0
372,2013,Normanhurst Boys High School,15240,50,49,1
373,2013,Normanhurst Boys High School,15270,5,5,0
374,2013,Normanhurst Boys High School,15190,11,11,0
375,2013,Normanhurst Boys High School,15080,1,1,0
376,2013,Normanhurst Boys High School,15830,1,1,0
377,2013,Normanhurst Boys High School,15120,2,2,0
378,2013,Normanhurst Boys High School,15360,2,2,0
379,2013,Normanhurst Boys High School,15850,1,1,0
380,2013,Normanhurst Boys High School,15320,1,1,0
381,2013,Normanhurst Boys High School,15280,4,4,0
382,2013,Normanhurst Boys High School,15350,6,5,1
383,2013,Normanhurst Boys High School,15160,12,12,0
384,2013,Normanhurst Boys High School,15300,5,5,0
385,2013,Normanhurst Boys High School,15110,6,6,0
386,2013,Normanhurst Boys High School,15260,12,12,0
387,2013,Normanhurst Boys High School,15030,5,5,0
388,2013,Normanhurst Boys High School,15310,3,3,0
389,2013,Normanhurst Boys High School,15330,7,7,0
390,2013,Normanhurst Boys High School,15400,1,1,0
391,2013,Normanhurst Boys High School,15040,6,6,0
392,2013,Normanhurst Boys High School,15140,31,31,0
393,2013,Normanhurst Boys High School,15050,13,13,0
394,2013,Normanhurst Boys High School,15210,8,8,0
395,2013,Normanhurst Boys High School,15290,3,3,0
396,2013,Normanhurst Boys High School,15250,43,43,0
397,2013,Normanhurst Boys High School,15220,3,3,0
398,2013,Normanhurst Boys High School,15020,7,7,0
399,2013,Australian Institute of Music,15170,1,1,0
400,2013,Australian Institute of Music,15160,1,1,0
401,2013,Australian Institute of Music,15310,2,1,1
402,2013,Australian Institute of Music,15140,1,1,0
403,2013,Australian Institute of Music,15290,2,1,1
404,2013,Narrandera High School,15240,1,1,0
405,2013,Narrandera High School,15230,3,3,0
406,2013,Narrandera High School,15320,2,1,1
407,2013,Narrandera High School,15030,1,0,1
408,2013,Narrandera High School,15050,1,0,1
409,2013,Narrandera High School,15010,1,0,1
410,2013,Coomealla High School,15240,1,0,1
411,2013,Coomealla High School,15230,2,1,1
412,2013,Coomealla High School,15080,1,1,0
413,2013,Coomealla High School,15060,2,0,2
414,2013,Sydney Girls High School,15240,38,3,35
415,2013,Sydney Girls High School,15270,33,0,33
416,2013,Sydney Girls High School,15170,16,0,16
417,2013,Sydney Girls High School,15830,7,0,7
418,2013,Sydney Girls High School,15120,3,0,3
419,2013,Sydney Girls High School,15090,4,0,4
420,2013,Sydney Girls High School,15850,3,0,3
421,2013,Sydney Girls High School,15280,18,1,17
422,2013,Sydney Girls High School,15160,51,2,49
423,2013,Sydney Girls High School,15300,2,0,2
424,2013,Sydney Girls High School,15110,16,1,15
425,2013,Sydney Girls High School,15910,2,0,2
426,2013,Sydney Girls High School,15710,1,0,1
427,2013,Sydney Girls High School,15680,18,2,16
428,2013,Sydney Girls High School,15260,21,0,21
429,2013,Sydney Girls High School,15900,4,0,4
430,2013,Sydney Girls High School,15030,10,0,10
431,2013,Sydney Girls High School,15310,2,0,2
432,2013,Sydney Girls High School,15330,8,0,8
433,2013,Sydney Girls High School,15400,4,1,3
434,2013,Sydney Girls High School,15555,3,0,3
435,2013,Sydney Girls High School,15140,92,2,90
436,2013,Sydney Girls High School,15050,24,0,24
437,2013,Sydney Girls High School,15210,9,1,8
438,2013,Sydney Girls High School,15250,65,1,64
439,2013,Sydney Girls High School,15690,8,1,7
440,2013,Sydney Girls High School,15220,16,2,14
441,2013,Sydney Girls High School,15020,10,1,9
442,2013,Sydney Girls High School,15390,1,0,1
443,2013,Sydney Girls High School,15700,1,0,1
444,2013,Bass High School,15240,1,1,0
445,2013,Bass High School,15110,1,1,0
446,2013,Bass High School,15140,1,1,0
447,2013,Bass High School,15290,2,2,0
448,2013,Bass High School,15250,1,1,0
449,2013,Holroyd High School,15240,1,1,0
450,2013,Holroyd High School,15260,1,0,1
451,2013,Holroyd High School,15150,1,1,0
452,2013,Holroyd High School,15050,1,0,1
453,2013,Holroyd High School,15250,1,0,1
454,2013,Marist College Eastwood,15240,7,6,1
455,2013,Marist College Eastwood,15270,1,1,0
456,2013,Marist College Eastwood,15230,9,9,0
457,2013,Marist College Eastwood,15380,1,1,0
458,2013,Marist College Eastwood,15160,1,1,0
459,2013,Marist College Eastwood,15260,1,0,1
460,2013,Marist College Eastwood,15030,1,1,0
461,2013,Marist College Eastwood,15370,3,3,0
462,2013,Marist College Eastwood,15040,1,1,0
463,2013,Marist College Eastwood,15140,1,1,0
464,2013,Marist College Eastwood,15250,3,2,1
465,2013,Marist College Eastwood,15220,1,1,0
466,2013,Marist College Eastwood,15020,1,1,0
467,2013,Jamison High School,15230,3,1,2
468,2013,Jamison High School,15260,1,1,0
469,2013,Jamison High School,26599,2,0,2
470,2013,Jamison High School,15060,2,0,2
471,2013,Jamison High School,15290,4,1,3
472,2013,Jamison High School,15250,1,1,0
473,2013,Rooty Hill High School,15350,1,0,1
474,2013,Rooty Hill High School,15160,1,0,1
475,2013,Rooty Hill High School,15030,1,0,1
476,2013,Rooty Hill High School,15400,1,0,1
477,2013,Rooty Hill High School,15210,1,0,1
478,2013,Rooty Hill High School,15220,1,0,1
479,2013,Terrigal High School,15240,2,2,0
480,2013,Terrigal High School,15230,1,0,1
481,2013,Terrigal High School,15120,1,1,0
482,2013,Terrigal High School,15070,5,0,5
483,2013,Terrigal High School,15090,2,0,2
484,2013,Terrigal High School,15320,3,1,2
485,2013,Terrigal High School,15350,1,0,1
486,2013,Terrigal High School,15000,1,1,0
487,2013,Terrigal High School,15030,2,1,1
488,2013,Terrigal High School,26599,1,1,0
489,2013,Terrigal High School,15400,5,0,5
490,2013,Terrigal High School,15040,2,2,0
491,2013,Terrigal High School,15180,4,0,4
492,2013,Terrigal High School,15060,4,0,4
493,2013,Terrigal High School,15140,3,1,2
494,2013,Terrigal High School,15290,4,2,2
495,2013,Terrigal High School,15020,2,0,2
496,2013,Terrigal High School,15390,2,0,2
497,2013,Emmanuel Anglican College,15240,1,0,1
498,2013,Emmanuel Anglican College,15170,2,0,2
499,2013,Emmanuel Anglican College,15230,1,0,1
500,2013,Emmanuel Anglican College,15090,2,0,2
501,2013,Emmanuel Anglican College,15290,2,2,0
502,2013,Grafton High School,15240,1,1,0
503,2013,Grafton High School,15230,1,1,0
504,2013,Grafton High School,15280,1,1,0
505,2013,Grafton High School,15200,2,2,0
506,2013,Grafton High School,15000,1,1,0
507,2013,Grafton High School,27099,1,0,1
508,2013,Grafton High School,15030,1,1,0
509,2013,Grafton High School,15100,2,2,0
510,2013,Grafton High School,15020,1,0,1
511,2013,Stella Maris College,15240,3,0,3
512,2013,Stella Maris College,15270,5,0,5
513,2013,Stella Maris College,15340,2,0,2
514,2013,Stella Maris College,15170,3,0,3
515,2013,Stella Maris College,15230,12,0,12
516,2013,Stella Maris College,15080,2,0,2
517,2013,Stella Maris College,15090,1,0,1
518,2013,Stella Maris College,15320,2,0,2
519,2013,Stella Maris College,15280,1,0,1
520,2013,Stella Maris College,15350,3,0,3
521,2013,Stella Maris College,15380,6,0,6
522,2013,Stella Maris College,15820,2,0,2
523,2013,Stella Maris College,15160,1,0,1
524,2013,Stella Maris College,15560,1,0,1
525,2013,Stella Maris College,15260,2,0,2
526,2013,Stella Maris College,27099,2,0,2
527,2013,Stella Maris College,15030,3,0,3
528,2013,Stella Maris College,15370,1,0,1
529,2013,Stella Maris College,15970,1,0,1
530,2013,Stella Maris College,15400,8,0,8
531,2013,Stella Maris College,15100,2,0,2
532,2013,Stella Maris College,15040,4,0,4
533,2013,Stella Maris College,15800,1,0,1
534,2013,Stella Maris College,15140,5,0,5
535,2013,Stella Maris College,15210,1,0,1
536,2013,Stella Maris College,15290,1,0,1
537,2013,Stella Maris College,15250,5,0,5
538,2013,Stella Maris College,15020,3,0,3
539,2013,Stella Maris College,15390,4,0,4
540,2013,Maitland High School,15200,1,1,0
541,2013,Maitland High School,15030,1,0,1
542,2013,Taree High School,15240,2,2,0
543,2013,Taree High School,15340,2,1,1
544,2013,Taree High School,15170,2,0,2
545,2013,Taree High School,15090,2,1,1
546,2013,Taree High School,15320,1,1,0
547,2013,Taree High School,15160,2,1,1
548,2013,Taree High School,26599,1,0,1
549,2013,Taree High School,15140,2,2,0
550,2013,Taree High School,15290,1,1,0
551,2013,Taree High School,15020,2,1,1
552,2013,Hunter River High School,26599,1,0,1
553,2013,Hunter River High School,15060,2,0,2
554,2013,Hills Adventist College,15380,1,0,1
555,2013,Hills Adventist College,15290,1,1,0
556,2013,Roseville College,15240,5,0,5
557,2013,Roseville College,15270,13,0,13
558,2013,Roseville College,15170,5,0,5
559,2013,Roseville College,15230,14,0,14
560,2013,Roseville College,15190,2,0,2
561,2013,Roseville College,15080,7,0,7
562,2013,Roseville College,15090,9,0,9
563,2013,Roseville College,15320,4,0,4
564,2013,Roseville College,15280,4,0,4
565,2013,Roseville College,15160,2,0,2
566,2013,Roseville College,15300,4,2,2
567,2013,Roseville College,15110,2,0,2
568,2013,Roseville College,15680,5,0,5
569,2013,Roseville College,15030,5,0,5
570,2013,Roseville College,15310,4,2,2
571,2013,Roseville College,15330,2,0,2
572,2013,Roseville College,15400,4,0,4
573,2013,Roseville College,15100,2,0,2
574,2013,Roseville College,15040,12,1,11
575,2013,Roseville College,15180,3,0,3
576,2013,Roseville College,15140,16,0,16
577,2013,Roseville College,15050,5,0,5
578,2013,Roseville College,15210,1,0,1
579,2013,Roseville College,15290,4,0,4
580,2013,Roseville College,15250,6,0,6
581,2013,Roseville College,15220,6,0,6
582,2013,Roseville College,15020,9,0,9
583,2013,"De La Salle College, Ashfield",15240,2,2,0
584,2013,"De La Salle College, Ashfield",15230,1,1,0
585,2013,"De La Salle College, Ashfield",15160,1,1,0
586,2013,"De La Salle College, Ashfield",15110,1,1,0
587,2013,"De La Salle College, Ashfield",15370,3,3,0
588,2013,"De La Salle College, Ashfield",15330,1,1,0
589,2013,"De La Salle College, Ashfield",15040,1,1,0
590,2013,"De La Salle College, Ashfield",15050,1,1,0
591,2013,"De La Salle College, Ashfield",15250,1,1,0
592,2013,"De La Salle College, Ashfield",15220,1,1,0
593,2013,Camden High School,15230,3,1,2
594,2013,Camden High School,15190,1,0,1
595,2013,Camden High School,15350,2,0,2
596,2013,Camden High School,15200,1,1,0
597,2013,Camden High School,15310,1,1,0
598,2013,Camden High School,15400,4,1,3
599,2013,Camden High School,15040,3,3,0
600,2013,Camden High School,15060,1,0,1
601,2013,Camden High School,15130,1,0,1
602,2013,Cootamundra High School,15240,1,1,0
603,2013,Cootamundra High School,15170,1,1,0
604,2013,Cootamundra High School,15200,1,1,0
605,2013,Cootamundra High School,15290,1,1,0
606,2013,Gosford High School,15240,40,29,11
607,2013,Gosford High School,15270,7,2,5
608,2013,Gosford High School,15170,2,2,0
